pitch,start,end,tonalTechnique,articulation,stringId,position,finger
69,135.540909,135.586364,,spiccato,2,1,0
75,135.638636,135.686364,,spiccato,2,1,3
76,135.738636,135.795455,,spiccato,2,1,4
76,135.843182,135.9,,spiccato,2,1,4
75,135.947727,135.993182,,spiccato,2,1,3
69,136.040909,136.093182,,spiccato,2,1,0
65,136.145455,136.209091,,spiccato,1,1,2
64,136.265909,136.313636,,spiccato,1,1,1
68,136.365909,136.418182,,spiccato,1,1,3
76,136.463636,136.509091,,spiccato,2,1,4
76,136.556818,136.609091,,spiccato,3,1,0
76,136.654545,136.706818,,spiccato,3,1,0
76,136.747727,136.795455,,spiccato,2,1,4
68,136.829545,136.922727,,spiccato,1,1,3
64,136.975,137.015909,,spiccato,1,1,1
65,137.072727,137.143182,,spiccato,1,1,2
69,137.188636,137.247727,,spiccato,2,1,0
75,137.3,137.340909,,spiccato,2,1,3
76,137.386364,137.434091,,spiccato,2,1,4
76,137.479545,137.531818,,spiccato,2,1,4
75,137.584091,137.625,,spiccato,2,1,3
69,137.677273,137.722727,,spiccato,1,1,4
65,137.763636,137.804545,,spiccato,1,1,2
64,137.85,138.020455,,,1,1,1
68,138.020455,138.338636,,release,1,1,3
76,138.020455,138.338636,,release,2,1,4
64,138.715909,138.931818,,,1,1,1
68,138.931818,139.5,,release,1,1,3
76,138.931818,139.5,,release,2,1,4
80,138.931818,139.5,,release,3,1,2
64,139.877273,139.947727,,spiccato,1,1,1
68,140.0,140.075,,spiccato,1,1,3
76,140.127273,140.168182,,spiccato,2,1,4
76,140.220455,140.272727,,spiccato,3,1,0
76,140.318182,140.4,,spiccato,3,1,0
80,140.445455,140.493182,,spiccato,3,1,2
68,140.538636,140.597727,,spiccato,1,1,3
64,140.65,140.747727,,spiccato,1,1,1
64,140.8,140.875,,spiccato,1,1,1
68,140.927273,140.997727,,spiccato,1,1,3
76,141.05,141.102273,,spiccato,2,1,4
76,141.147727,141.222727,,spiccato,3,1,0
76,141.275,141.397727,,spiccato,3,1,0
80,141.445455,141.490909,,spiccato,3,1,2
68,141.588636,141.804545,,staccato,1,1,3
64,141.856818,142.320455,,staccato,1,1,1
64,142.372727,146.436364,,release,1,1,1
68,142.372727,146.436364,,release,1,1,3
76,142.372727,146.436364,,release,2,1,4
